word,count,trans
ይመጣልና, 16, ymäTalna
ሳውል, 16, sawl
ፊቱንም, 16, fitunm
ጋኔን, 16, ganen
ንገረን, 16, ngärän
የተሞሉ, 16, yätämolu
ዓለምን, 16, ʕalämn
የአምላክህን, 16, yä'ämlakhn
የማንሣት, 16, yämanśat
አብን, 16, 'äbn
አይኖርም, 16, 'äynorm
ሌባ, 16, leba
ከፈተ, 16, käfätä
ራእዩ, 16, ra'yu
ይህንስ, 16, yhns
ፀነሰች, 16, ṩänäsäč
ናታን, 16, natan
ነበርህ, 16, näbärh
በጎቹ, 16, bägoču
ለአባቶቻችሁ, 16, lä'äbatočačhu
ለአሕዛብም, 16, lä'äħzabm
በዐውሎ, 16, bäʕäwlo
እናንተስ, 16, 'nantäs
ይዛችሁ, 16, yzačhu
ዓይኖቼ, 16, ʕaynoče
በቅዱስ, 16, bäqdus
ከለዳውያን, 16, kälädawyan
እቶን, 16, 'ton
ብርታት, 16, brtat
ጠግነት, 16, Tägnät
ኢዮራም, 16, 'iyoram
ይቃጠላል, 16, yqaTälal
በተነሣ, 16, bätänäśa
ታስሮ, 16, tasro
ወንድሙንም, 16, wändmunm
በኢዮስያስ, 16, bä'iyosyas
በሴሎ, 16, bäselo
ቀረ, 16, qärä
በሕልም, 16, bäħlm
ለነበሩት, 16, länäbärut
ይመስገን, 16, ymäsgän
ለድሆች, 16, lädhoč
መዛሙርቱን, 16, mäzamurtun
በቀል, 16, bäqäl
ለሚቃጠልም, 16, lämiqaTälm
ልጅዋን, 16, lǧwan
ከንጉሥ, 16, känguś
በምሥራቅም, 16, bämśraqm
ደኅንነት, 16, däḫnnät
በሰማይና, 16, bäsämayna
መሆን, 16, mähon
ጸልዩ, 16, ṣälyu
አሜስያስ, 16, 'ämesyas
ከጥቂት, 16, käTqit
በመርከብ, 16, bämärkäb
ቀርቦአልና, 16, qärbo'älna
እሰብራለሁ, 16, 'säbralähu
በመጽሐፍ, 16, bämäṣħäf
በዚች, 16, bäzič
ሸክላ, 16, šäkla
ቤትን, 16, betn
ደረቅ, 16, däräq
ስሜም, 16, smem
መጐናጸፊያ, 16, mägʷänaṣäfiya
ዓመፀኞች, 16, ʕamäṩäñoč
ተሰለፉ, 16, täsäläfu
በደለኛ, 16, bädäläña
አጸና, 16, 'äṣäna
ኤልሳዕ, 16, 'elsaʕ
ደረሱ, 16, däräsu
ምንጮች, 16, mnČoč
በእጅ, 16, bä'ǧ
ሦስተኛ, 16, śostäña
እነዚያን, 16, 'näziyan
የስምዖን, 16, yäsmʕon
ተናገርህ, 16, tänagärh
ያልፋሉ, 16, yalfalu
አይ, 16, 'äy
ዘመኑ, 16, zämänu
ራሔል, 16, raħel
ጻፎችና, 16, ṣafočna
አሁንስ, 16, 'ähuns
ታየ, 16, tayä
አብርሃምን, 16, 'äbrhamn
የአገሩም, 16, yä'ägärum
ሐሰት, 16, ħäsät
በሱሳ, 16, bäsusa
አይቻለሁ, 16, 'äyčalähu
ሄሮድስ, 16, herods
ጕልማሶች, 16, gʷlmasoč
ይስሐቅ, 16, ysħäq
ለመሄድ, 16, lämähed
ድምፅም, 16, dmṩm
ኢዮኤል, 16, 'iyo'el
ድስት, 16, dst
ማስተዋልን, 16, mastäwaln
ከመጀመሪያ, 16, kämäǧämäriya
አሥረኛ, 16, 'äśräña
በአባቱም, 16, bä'äbatum
አዳናቸው, 16, 'ädanačäw
ከፊታችሁ, 16, käfitačhu
ጥበብንና, 16, Tbäbnna
ዘውድ, 16, zäwd
ኢይዝራኤል, 16, 'iyzra'el
በመንግሥቱ, 16, bämängśtu
አስቀድሜ, 16, 'äsqädme
ይስሐቅን, 16, ysħäqn
ወፎችም, 16, wäfočm
የሚያደርጉትን, 16, yämiyadärgutn
የነበረች, 16, yänäbäräč
ግቡ, 16, gbu
ቅዱስም, 16, qdusm
መለሱ, 16, mäläsu
እኖራለሁ, 16, 'noralähu
ወይፈኖች, 16, wäyfänoč
ትሞታለህ, 16, tmotaläh
በሌላው, 16, bälelaw
ጥቅም, 16, Tqm
ፍርዴንም, 16, frdenm
አትሁን, 16, 'äthun
ከእጅህ, 16, kä'ǧh
ዳንኤልም, 16, dan'elm
ለእያንዳንዱም, 16, lä'yandandum
ሰማይና, 16, sämayna
የብዙ, 16, yäbzu
የሥጋ, 16, yäśga
ጽድቅም, 16, ṣdqm
ወርቅም, 16, wärqm
ተከተለኝ, 16, täkätäläñ
ከክርስቶስ, 16, käkrstos
ያጠፋ, 16, yaTäfa
መልአኩም, 16, mäl'äkum
አዘጋጀ, 16, 'äzägaǧä
ተጠራ, 16, täTära
እንናገራለን, 16, 'nnagäralän
ውብ, 16, wb
ተሰጠው, 16, täsäTäw
የሚገዛ, 16, yämigäza
ይወርሳሉ, 16, ywärsalu
በአምስተኛው, 16, bä'ämstäñaw
ያላቸው, 16, yalačäw
ስጠን, 16, sTän
በሴቶች, 16, bäsetoč
አደርጋታለሁ, 16, 'ädärgatalähu
ጸንቶ, 16, ṣänto
ይሁዳና, 16, yhudana
በዓይኑ, 16, bäʕaynu
ቈረጠ, 16, qʷäräTä
መታቸው, 16, mätačäw
የፈርዖንን, 16, yäfärʕonn
ዓይኔ, 16, ʕayne
ጥምቀት, 16, Tmqät
በለዓምን, 16, bäläʕamn
በቀረበ, 16, bäqäräbä
የሚሠሩ, 16, yämiśäru
ደቦል, 16, däbol
ራስዋን, 16, raswan
ኢዮርብዓምም, 16, 'iyorbʕamm
ዓመፃ, 16, ʕamäṩa
ሕዝብህን, 16, ħzbhn
በዓመት, 16, bäʕamät
ቁሙ, 16, qumu
ከአገሩ, 16, kä'ägäru
ይታጠባል, 16, ytaTäbal
ኤልያብ, 16, 'elyab
ብለን, 16, blän
የሚወጡት, 16, yämiwäTut
በዙፋኑም, 16, bäzufanum
ሕዝቤም, 16, ħzbem
ሮጠ, 16, roTä
በግምባራቸው, 16, bägmbaračäw
በጥቂት, 16, bäTqit
መንገድህን, 16, mängädhn
አምኖን, 16, 'ämnon
ሌሊቱን, 16, lelitun
በጊብዓ, 16, bägibʕa
ጠጣ, 16, TäTa
ካሉ, 16, kalu
ስላደረገው, 16, sladärägäw
ከሌዋውያን, 16, kälewawyan
የአባቶች, 16, yä'äbatoč
በኋለኛው, 16, bäḫʷaläñaw
ሥርዓቴን, 16, śrʕaten
በሁሉም, 16, bähulum
የተባለውን, 16, yätäbaläwn
ዕቃውን, 15, ʕqawn
መታጠቂያ, 15, mätaTäqiya
አልቻለም, 15, 'älčaläm
በሠራዊት, 15, bäśärawit
የተሠሩትን, 15, yätäśärutn
ቃላት, 15, qalat
ታመንሁ, 15, tamänhu
የሚያደርጉ, 15, yämiyadärgu
ቃሌንም, 15, qalenm
ከቤቱ, 15, käbetu
በጎቹን, 15, bägočun
የአባቶቻቸውን, 15, yä'äbatočačäwn
በካህኑ, 15, bäkahnu
አልቀረም, 15, 'älqäräm
በወንዙ, 15, bäwänzu
ሰሜኢ, 15, säme'i
በመካከልሽ, 15, bämäkakälš
በያዕቆብ, 15, bäyaʕqob
በአጠገባቸውም, 15, bä'äTägäbačäwm
አልጋ, 15, 'älga
ሰጡአቸው, 15, säTu'äčäw
መዳን, 15, mädan
በረኞች, 15, bäräñoč
ታላቂቱ, 15, talaqitu
ለበጠው, 15, läbäTäw
ደመወዝ, 15, dämäwäz
ታናሹ, 15, tanašu
አግብቶ, 15, 'ägbto
ሲሄዱ, 15, sihedu
ሰይፍን, 15, säyfn
መጥቶም, 15, mäTtom
ለፍርድ, 15, läfrd
ለይስሐቅ, 15, läysħäq
ጨካኝ, 15, Čäkañ
ቃሌ, 15, qale
በጎነት, 15, bägonät
ይሰጠው, 15, ysäTäw
እንቅልፍ, 15, 'nqlf
ብላቴኖች, 15, blatenoč
በቅን, 15, bäqn
የይስሐቅም, 15, yäysħäqm
እሾህ, 15, 'šoh
ልብህን, 15, lbhn
ይሸከማሉ, 15, yšäkämalu
ተግሣጽ, 15, tägśaṣ
ብዝበዛ, 15, bzbäza
ላሞች, 15, lamoč
ቅዱስን, 15, qdusn
በደሉ, 15, bädälu
ትኖራላችሁ, 15, tnoralačhu
ዘርጋ, 15, zärga
የተቀመጠው, 15, yätäqämäTäw
በቍጣ, 15, bäqʷTa
ፈጥናችሁ, 15, fäTnačhu
ኋላቸው, 15, ḫʷalačäw
የሙሴ, 15, yämuse
ነገርና, 15, nägärna
የአባትህ, 15, yä'äbath
አይችሉም, 15, 'äyčlum
መጣን, 15, mäTan
ለካህናቱ, 15, läkahnatu
የሠራ, 15, yäśära
አየና, 15, 'äyäna
ነገሩም, 15, nägärum
ያዛት, 15, yazat
በቃሉ, 15, bäqalu
ከአንዱ, 15, kä'ändu
ከእግሩ, 15, kä'gru
ከጌታዬ, 15, kägetaye
ሁለተኛም, 15, hulätäñam
ሥጋን, 15, śgan
ዘሩ, 15, zäru
ነበረችና, 15, näbäräčna
ለሚኖሩ, 15, läminoru
ጊዜው, 15, gizew
ኢዮስያስ, 15, 'iyosyas
አራቱን, 15, 'äratun
በባቢሎንም, 15, bäbabilonm
ጣዖታት, 15, Taʕotat
ጻድቁን, 15, ṣadqun
ርቀው, 15, rqäw
ነጋዴዎች, 15, nägadewoč
ቃልም, 15, qalm
ሰጠኝ, 15, säTäñ
ባላቅ, 15, balaq
አገሩ, 15, 'ägäru
ለአሮንና, 15, lä'äronna
አልመለስም, 15, 'älmäläsm
ጽዮንን, 15, ṣyonn
አልቅሱ, 15, 'älqsu
የጥፋት, 15, yäTfat
በዙሪያዋ, 15, bäzuriyawa
ጠየቃቸው, 15, Täyäqačäw
አቤሜሌክም, 15, 'äbemelekm
የአባቶቻቸው, 15, yä'äbatočačäw
የሌዋውያን, 15, yälewawyan
እጆች, 15, 'ǧoč
ሰነፎች, 15, sänäfoč
ዓዛርያስ, 15, ʕazaryas
ያደረግሁትን, 15, yadäräghutn
ሴኬም, 15, sekem
አገኘሁ, 15, 'ägäñähu
ብለሽ, 15, bläš
ባሪያዎቹ, 15, bariyawoču
በላያችሁ, 15, bälayačhu
ራሳችንን, 15, rasačnn
ሠራተኞች, 15, śäratäñoč
ጽድቅንም, 15, ṣdqnm
ክቡር, 15, kbur
እቀጣለሁ, 15, 'qäTalähu
መንግሥቱ, 15, mängśtu
አመጣኝ, 15, 'ämäTañ
የገለዓድ, 15, yägäläʕad
አፈረሰ, 15, 'äfäräsä
የሚፈራ, 15, yämifära
ኢየሱስንም, 15, 'iyäsusnm
ስጣቸው, 15, sTačäw
አሰብሁ, 15, 'äsäbhu
የራቀ, 15, yäraqä
በቤትህ, 15, bäbeth
በአሞራውያን, 15, bä'ämorawyan
ይሆንላቸዋል, 15, yhonlačäwal
በወይን, 15, bäwäyn
ከፊታቸው, 15, käfitačäw
መንገዳቸውን, 15, mängädačäwn
አልነበረምን, 15, 'älnäbärämn
አቅራቢያ, 15, 'äqrabiya
ፍርድም, 15, frdm
በጊዜው, 15, bägizew
ንገረው, 15, ngäräw
ወዮለት, 15, wäyolät
አውጣ, 15, 'äwTa
ሐማም, 15, ħämam
በመንገዱ, 15, bämängädu
በኤዶምያስ, 15, bä'edomyas
በነገውም, 15, bänägäwm
ያይ, 15, yay
አትሥሩ, 15, 'ätśru
ፈሳሾች, 15, fäsašoč
ኪዳኔንም, 15, kidanenm
ብታደርግ, 15, btadärg
ሕልምን, 15, ħlmn
እገባለሁ, 15, 'gäbalähu
ቢል, 15, bil
ብላቴናውም, 15, blatenawm
ይመስል, 15, ymäsl
ሰደደው, 15, sädädäw
ጠሩት, 15, Tärut
ተጠበቁ, 15, täTäbäqu
ቅርንጫፍ, 15, qrnČaf
በነበሩት, 15, bänäbärut
የሚቀመጡ, 15, yämiqämäTu
ከብበው, 15, käbbäw
በሴኬም, 15, bäsekem
አሳየኝ, 15, 'äsayäñ
ብላቴናው, 15, blatenaw
በመከራዬ, 15, bämäkäraye
ኃጢአቱ, 15, ḫaTi'ätu
መንግሥትም, 15, mängśtm
አደረገለት, 15, 'ädärägälät
ወርቁን, 15, wärqun
በፈርዖንና, 15, bäfärʕonna
ድርሻ, 15, drša
ድንኳኑ, 15, dnkʷanu
ትሄዳለህ, 15, thedaläh
ቀጥሎ, 15, qäTlo
አጋንንትን, 15, 'äganntn
በምስክሩ, 15, bämskru
ወጥቶም, 15, wäTtom
የባቢሎንን, 15, yäbabilonn
በእግር, 15, bä'gr
ጎዶልያስ, 15, godolyas
ሚስትን, 15, mistn
የብረት, 15, yäbrät
ለመነ, 15, lämänä
የኢየሩሳሌምን, 15, yä'iyärusalemn
የጌታችን, 15, yägetačn
ከሴቶች, 15, käsetoč
መምጣት, 15, mämTat
በዱር, 15, bädur
የሰሎሞንን, 15, yäsälomonn
መስኮቶች, 15, mäskotoč
መንፈሳዊ, 15, mänfäsawi
ከዛሬ, 15, käzare
በዘመኑ, 15, bäzämänu
አዳም, 15, 'ädam
አእላፋት, 15, 'ä'lafat
ይስጥ, 15, ysT
ደምም, 15, dämm
ዞረ, 15, zorä
በብልሃት, 15, bäblhat
መንጎች, 15, mängoč
የግሪክ, 15, yägrik
በቍጣው, 14, bäqʷTaw
የቤቱን, 14, yäbetun
የጻድቃን, 14, yäṣadqan
ኵሬ, 14, kʷre
ጸሐፊ, 14, ṣäħäfi
ልጆቻቸው, 14, lǧočačäw
አውቅ, 14, 'äwq
ሰውና, 14, säwna
ሐሤትን, 14, ħäśetn
ብርሃንም, 14, brhanm
አስባለሁ, 14, 'äsbalähu
መንሻ, 14, mänša
የግብጽ, 14, yägbṣ
ዮዳሄ, 14, yodahe
እንዲመጣ, 14, 'ndimäTa
ጠብ, 14, Täb
በደልን, 14, bädäln
አራተኛውም, 14, 'äratäñawm
ሰይጣንም, 14, säyTanm
መጨረሻው, 14, mäČäräšaw
ፈርዖንን, 14, färʕonn
ማስተስረያ, 14, mastäsräya
ለብዙ, 14, läbzu
ሠዋ, 14, śäwa
እግሩን, 14, 'grun
ለምናሴ, 14, lämnase
ሁላቸው, 14, hulačäw
መሎጊያዎቹንም, 14, mälogiyawočunm
ሐውልት, 14, ħäwlt
አበኔር, 14, 'äbäner
ልጆችንም, 14, lǧočnm
አያሌ, 14, 'äyale
ሥራን, 14, śran
ለዚህም, 14, läzihm
ርስታቸው, 14, rstačäw
የተቀደሰውንም, 14, yätäqädäsäwnm
የሚወድድ, 14, yämiwädd
ሽማግሌዎችና, 14, šmaglewočna
ተከትሎ, 14, täkätlo
ሰጠሁት, 14, säTähut
እመጣለሁ, 14, 'mäTalähu
ራስህ, 14, rash
የቤቱንም, 14, yäbetunm
ሕሊና, 14, ħlina
አስነሣው, 14, 'äsnäśaw
ቅኔ, 14, qne
ከአይሁድ, 14, kä'äyhud
እለምናችኋለሁ, 14, 'lämnačḫʷalähu
አይዞህ, 14, 'äyzoh
በባልንጀራው, 14, bäbalnǧäraw
ሚስትህ, 14, misth
ከጽዮን, 14, käṣyon
ሰጠኋቸው, 14, säTäḫʷačäw
ስድስተኛው, 14, sdstäñaw
ፍቺውን, 14, fčiwn
ለዓለም, 14, läʕaläm
ቀርሜሎስ, 14, qärmelos
ብላችኋል, 14, blačḫʷal
አይሁድን, 14, 'äyhudn
በመቶ, 14, bämäto
በነበሩ, 14, bänäbäru
ዝና, 14, zna
ከነቢያት, 14, känäbiyat
አንሡ, 14, 'änśu
የባሪያህን, 14, yäbariyahn
አልችልም, 14, 'älčlm
ንገሩት, 14, ngärut
የተገኘውን, 14, yätägäñäwn
አናውቅም, 14, 'änawqm
የጭፍራ, 14, yäČfra
ይሰማ, 14, ysäma
ነገርንም, 14, nägärnm
ማልደው, 14, maldäw
በየዕለቱ, 14, bäyäʕlätu
ዮዛባት, 14, yozabat
ሰጠሃቸው, 14, säTähačäw
ሰዎችንም, 14, säwočnm
ከብንያምም, 14, käbnyamm
ፍላጻ, 14, flaṣa
ዓይኖቹን, 14, ʕaynočun
አምላኩ, 14, 'ämlaku
ትጠብቅ, 14, tTäbq
ደጀ, 14, däǧä
ይገቡ, 14, ygäbu
ለአንዱም, 14, lä'ändum
ትእዛዝህን, 14, t'zazhn
ከባድ, 14, käbad
በርሳችን, 14, bärsačn
አይጠፋም, 14, 'äyTäfam
በባሳን, 14, bäbasan
አይደላችሁም, 14, 'äydälačhum
በሚኖሩ, 14, bäminoru
ይጠብቅ, 14, yTäbq
የመጡ, 14, yämäTu
ተገኘ, 14, tägäñä
በሚኖሩት, 14, bäminorut
የሳኦልን, 14, yäsa'oln
ይገባ, 14, ygäba
መስሎ, 14, mäslo
ድምፃቸውን, 14, dmṩačäwn
ወንድሞቻቸው, 14, wändmočačäw
ሐማ, 14, ħäma
በደማስቆ, 14, bädämasqo
በሶርያ, 14, bäsorya
ብፁዕ, 14, bṩuʕ
ሕግህን, 14, ħghn
ዲናር, 14, dinar
ይበል, 14, ybäl
የቀረ, 14, yäqärä
እጠራለሁ, 14, 'Täralähu
ልብሳቸውንም, 14, lbsačäwnm
ክብሩ, 14, kbru
ተራሮችም, 14, täraročm
ቸነፈር, 14, čänäfär
ያላቸውን, 14, yalačäwn
ለሁለቱ, 14, lähulätu
ቀስት, 14, qäst
ጨለማም, 14, Čälämam
የወይኑን, 14, yäwäynun
አክዓብ, 14, 'äkʕab
ጆሮውን, 14, ǧorown
ሰማይም, 14, sämaym
እንዳደረገው, 14, 'ndadärägäw
ጠራቸው, 14, Täračäw
አሠራር, 14, 'äśärar
ማሰማርያ, 14, masämarya
ጣሉ, 14, Talu
የሚመጣው, 14, yämimäTaw
የቀረው, 14, yäqäräw
አምባ, 14, 'ämba
ቍጥራቸው, 14, qʷTračäw
የኢየሱስን, 14, yä'iyäsusn
ፈትል, 14, fätl
አብሮ, 14, 'äbro
አውድማ, 14, 'äwdma
የተወለደ, 14, yätäwälädä
በኋላቸው, 14, bäḫʷalačäw
አልበላም, 14, 'älbälam
ነፋ, 14, näfa
ኑሮ, 14, nuro
ሬማት, 14, remat
አትብሉ, 14, 'ätblu
አቢሜሌክም, 14, 'äbimelekm
ግልገሎች, 14, glgäloč
አድርጌሃለሁ, 14, 'ädrgehalähu
ብለዋል, 14, bläwal
አያይም, 14, 'äyaym
አርቅ, 14, 'ärq
ተወለዱለት, 14, täwälädulät
ኢዮሣፍጥን, 14, 'iyośafTn
ማርያምም, 14, maryamm
በውስጤ, 14, bäwsTe
ለጥፋት, 14, läTfat
እንላለን, 14, 'nlalän
ትሄድ, 14, thed
ለአባቱ, 14, lä'äbatu
ከያዕቆብ, 14, käyaʕqob
በአሮን, 14, bä'äron
ስርየት, 14, sryät
ምናሴም, 14, mnasem
ውሾች, 14, wšoč
ሆሴዕ, 14, hoseʕ
ብልጣሶር, 14, blTasor
ዳን, 14, dan
በሰልፍም, 14, bäsälfm
ጠጎች, 14, Tägoč
ሦስትም, 14, śostm
አምላካችንም, 14, 'ämlakačnm
ብንሆን, 14, bnhon
እንውጣ, 14, 'nwTa
ለእናንተም, 14, lä'nantäm
በጌታዬ, 14, bägetaye
ወዳሉ, 14, wädalu
ጦሩን, 14, Torun
ይሰግዳሉ, 14, ysägdalu
ከሊባኖስ, 14, kälibanos
ገበታዎች, 14, gäbätawoč
በእስራኤልና, 14, bä'sra'elna
ከሕዝብ, 14, käħzb
ለክርስቶስ, 14, läkrstos
ቀልጠው, 14, qälTäw
የሞተውን, 14, yämotäwn
ጥል, 14, Tl
ቦዔዝም, 14, boʕezm
ከመቅደሱ, 14, kämäqdäsu
ነገረ, 14, nägärä
ልብን, 14, lbn
ከአብ, 14, kä'äb
የሚገባው, 14, yämigäbaw
ጨረቃ, 14, Čäräqa
ከመንገድ, 14, kämängäd
ፍሬዋን, 14, frewan
በውኃው, 14, bäwḫaw
ነንና, 14, nänna
ጣለ, 14, Talä
ለቅዱሳን, 14, läqdusan
ሥርዓቱንም, 14, śrʕatunm
በለዓም, 14, bäläʕam
አንዳንዱ, 14, 'ändandu
አልሰማም, 14, 'älsämam
ትእዛዜን, 14, t'zazen
አላገኙም, 14, 'älagäñum
ከመቶ, 14, kämäto
አብልጦ, 14, 'äblTo
የሚሆኑ, 14, yämihonu
እግዚአብሔርስ, 14, 'gzi'äbħers
ትሆኑ, 14, thonu
ባድማና, 14, badmana
በልጁ, 14, bälǧu
ኢየሩሳሌምንም, 14, 'iyärusalemnm
ሲሄድ, 14, sihed
ይገለጥ, 14, ygäläT
ሌላውንም, 14, lelawnm
ከሞዓብ, 14, kämoʕab
ሥራህ, 14, śrah
ትመስላለች, 14, tmäslaläč
ይመልሳል, 14, ymälsal
የሚያህሉ, 14, yämiyahlu
ወንድሞችን, 14, wändmočn
ይሸከማል, 14, yšäkämal
አድርገሃልና, 14, 'ädrgähalna
መበለት, 14, mäbälät
በስምህ, 14, bäsmh
ከዮርዳኖስ, 14, käyordanos
መዕሤያ, 14, mäʕśeya
ዓመፃን, 14, ʕamäṩan
የለንም, 14, yälänm
መንጋውን, 14, mängawn
ነፍስህን, 14, näfshn
አውጥቶ, 14, 'äwTto
ወጭት, 14, wäČt
መልኩም, 14, mälkum
ተሻገረ, 14, täšagärä
ጌታዬን, 14, getayen
ጌጥ, 14, geT
አሮንንና, 14, 'äronnna
ውኃውን, 14, wḫawn
የቀና, 14, yäqäna
ሙሽራ, 14, mušra
የአንበሳ, 14, yä'änbäsa
ሣራ, 14, śara
ለአባቶቻችን, 14, lä'äbatočačn
ይኑር, 14, ynur
የዚያ, 14, yäziya
አራዊትም, 14, 'ärawitm
የወጡት, 14, yäwäTut
የበፍታ, 14, yäbäfta
ይህንን, 14, yhnn
ከጨለማ, 14, käČäläma
በዙ, 14, bäzu
ናቡዘረዳን, 14, nabuzärädan
ጽዋዎች, 14, ṣwawoč
የጽድቅ, 14, yäṣdq
ይፈራሉ, 14, yfäralu
ይገዛል, 14, ygäzal
ተነሥቼ, 14, tänäśče
የለበሰ, 14, yäläbäsä
ዓይንህ, 14, ʕaynh
ንገር, 14, ngär
በልቡም, 14, bälbum
የሚያስፈራ, 14, yämiyasfära
የሚኖሩት, 14, yäminorut
ዕውሮች, 14, ʕwroč
ይሠራሉ, 14, yśäralu
ከመሠዊያው, 14, kämäśäwiyaw
ያው, 14, yaw
ራሳቸውንም, 14, rasačäwnm
የሚሉትን, 14, yämilutn
ቢሠራ, 14, biśära
ከእኛም, 13, kä'ñam
በሥራ, 13, bäśra
ሄዳ, 13, heda
ፍሬውን, 13, frewn
ጀምረው, 13, ǧämräw
ደረቀ, 13, däräqä
ከአሕዛብም, 13, kä'äħzabm
ተነሥቶአል, 13, tänäśto'äl
ያጸና, 13, yaṣäna
ለአብርሃምና, 13, lä'äbrhamna
ከሰፈር, 13, käsäfär
አስወገደ, 13, 'äswägädä
የሚጠብቁ, 13, yämiTäbqu
ሰይፉን, 13, säyfun
ቃሉ, 13, qalu
ደካማ, 13, däkama
አግኝቼ, 13, 'ägñče
እያንዳንዳችሁ, 13, 'yandandačhu
ሶርያውያንም, 13, soryawyanm
ከሰዎች, 13, käsäwoč
እጄንም, 13, 'ǧenm
ተመልሰህ, 13, tämälsäh
እዘረጋለሁ, 13, 'zärägalähu
ማደሪያውን, 13, madäriyawn
ጠባቂዎች, 13, Täbaqiwoč
አባቴን, 13, 'äbaten
በእንጨት, 13, bä'nČät
ይጠራል, 13, yTäral
የእርሱን, 13, yä'rsun
ራሱም, 13, rasum
በሚመጣው, 13, bämimäTaw
ፍጹማን, 13, fṣuman
እናውቅ, 13, 'nawq
ትችላለህ, 13, tčlaläh
ሰውንና, 13, säwnna
የሶርያም, 13, yäsoryam
ከመካከላቸው, 13, kämäkakälačäw
ባቢሎንም, 13, babilonm
የቀረውንም, 13, yäqäräwnm
ሥራቸውም, 13, śračäwm
እምላለሁ, 13, 'mlalähu
አምላካችንን, 13, 'ämlakačnn
ትኖራለህ, 13, tnoraläh
እንዳደረግሁ, 13, 'ndadäräghu
ሥራቸውን, 13, śračäwn
እጠብቃለሁ, 13, 'Täbqalähu
ምሰሶች, 13, msäsoč
ርያዋን, 13, ryawan
ሠራሁ, 13, śärahu
ፈፋ, 13, fäfa
ከኢያሱ, 13, kä'iyasu
የምስራች, 13, yämsrač
ሄደን, 13, hedän
ሰውነታቸውን, 13, säwnätačäwn
እስራት, 13, 'srat
የወጣ, 13, yäwäTa
ተነሺ, 13, tänäši
እንግዲህም, 13, 'ngdihm
ነፍሱንም, 13, näfsunm
አገርና, 13, 'ägärna
ላከው, 13, lakäw
ባለች, 13, baläč
ጴጥሮስን, 13, PeTrosn
ትሰማ, 13, tsäma
ሥሩ, 13, śru
አለበት, 13, 'äläbät
የሞተ, 13, yämotä
ከመካከልህ, 13, kämäkakälh
ጭንቀት, 13, Čnqät
ከሰይፍ, 13, käsäyf
ተንኰል, 13, tänkʷäl
የሰላም, 13, yäsälam
ተቀምጦአል, 13, täqämTo'äl
አድርጉት, 13, 'ädrgut
ይሁዳንና, 13, yhudanna
አዲሱን, 13, 'ädisun
አራተኛ, 13, 'äratäña
በዓለት, 13, bäʕalät
በሜዳም, 13, bämedam
የሊባኖስ, 13, yälibanos
አድርግለት, 13, 'ädrglät
ዓይኑን, 13, ʕaynun
ባሪያዬን, 13, bariyayen
እልልታ, 13, 'llta
ሆኖም, 13, honom
ወድቀው, 13, wädqäw
እንዳልሆነ, 13, 'ndalhonä
በጕድጓድ, 13, bägʷdgʷad
ግራም, 13, gram
ፈርቶ, 13, färto
አመለኩ, 13, 'ämäläku
የተቀረጸውን, 13, yätäqäräṣäwn
የመገናኛውን, 13, yämägänañawn
እወጣለሁ, 13, 'wäTalähu
ኮረብቶች, 13, koräbtoč
በአንደኛው, 13, bä'ändäñaw
በዘወትር, 13, bäzäwätr
ይዋጋ, 13, ywaga
የምድርንም, 13, yämdrnm
እንሥራ, 13, 'nśra
ሞተች, 13, motäč
ፈተና, 13, fätäna
እመለሳለሁ, 13, 'mäläsalähu
እባካችሁ, 13, 'bakačhu
በታችም, 13, bätačm
ማንን, 13, mann
ከቀይ, 13, käqäy
